"APPLNO","COID","BRANCHID","CLIENTID","APPLCS","STATUS","APPLDT","OFFICER","MKTASST","REMARKS","DECDT","APVLDT","AUDITKY","DOSRI","ECOACT","INDCS","SECURED","FINASS","LOCKED","APPLTP","PURPOSE","EFFYLD","DOSRIA","SECUREDP","INTCTR","INDTP","CREDTP","COLLTP","INTYLD","USEREY","DIEY","SMCEY","OCEY","MSEY","MSDSEY","IRRT","MI1","MI2","MI3","MI4","MI5","TRANTP","PURPOSE2","REJRSN","LOANTP","REJREM","FAPVLDT","APPLDT2","APPLTM","FAPVLTM","APVLTM","APVREM","PENRSN","FACNO","DEDTO","RENTAG","DEFTAG","DEFREM","WLTAG","WLTAGBY","WLTAGDT","CLIENTUPDATE","TEMPID","IRR","RATETP","RENTP","PURPOSE3","FSTPRCSS","FPDT","FPTM","FSTPRCSSVER","FPVERPDT","FPVERPTM","FPVERBY","APPLBRANCH","ACCTCLS","CLSTP","DOCCOMPDT","DOCCOMPTM","VOTEDATE","VOTETIME","CI","CLIENTID","COID","COLID","YRMODEL","MOTORNO","SERIALNO","REGCERTNO","REGEXPDT","INSCRD","INSCNO","PAGENO","VOLUMENO","FILENO","APPSLVAL","APPSLDT","LOANVAL","VCOLTP","PLATENO","MVRNO","BRAND","COLOR","SERIES","ENTRYNO","NOTDT","NOTARY","NOTPL","REGDEED","DOCNO","BOOKNO","COLLTAG","ROWNER","ENGINETP","TRANSMISSION","LTOVERIFICATION","ORCRVER","CLIENTID","COID","COLID","COLTP","COLDS","SECAMT","APPSLVAL","APPSLDT","LOANVAL","ASSAMT","AUDITKY","STARTDT","MATDT","PURDT","STATUS","ENCODEDT","ENCODETM","COMPDT","COMPTM","SELLER","ACTDESC","REMARKS","COLID","APPLNO","CLIENTID","ASSGNDT","ASSGNTM","ASSIGNBY","SOURCEID","COLID","SOURCE","AMOUNT","REMARKS","CLIENTID"
"5000045205","FTC","100 ","2000052775","A","AVL","06-Dec-2021 12:00:00 AM","MSONIGA     ","CRONQUILLO  ","DEALER ACCT.
SPECIAL FLEXI RATE, OPTION 3
DI 6%
RF 7%
WITH APPROVED MEMO TO PROCESS (CM-NFIS+)                                                                                                                                                            ","07-Dec-2021 12:00:00 AM","06-Dec-2021 12:00:00 AM","X00002536162 ","0","BQ      ","MED","0","0","18","4       ","","18.857","","","40","","","","18.857","18.857","18.857","18.857","18.857","18.857","18.857","0","0","0","0","0","0","2","PER         ","","FIN         ","","06-Dec-2021 12:00:00 AM","06-Dec-2021 12:00:00 AM","08:09:36","16:13:04","13:20:17","WITHIN EMA/ELA
APPLIED AMT IS 34.54% OF APPRAISAL VALUE ONLY
SPOUSES WERE EMPLOYED IN PJG CABANATUAN FOR 15 YRS AND 6 YRS RESPECTIVELY
NDP ON CAR LOAN WITH PNB
                                                                                              ","","","","N","","","","","","","","31.627","SFR            ","","N/A                                                                                                                                                                                                     ","1","06-Dec-2021 12:00:00 AM","16:19:38  ","1","06-Dec-2021 12:00:00 AM","15:43:46  ","MAGARSULA           ","1         ","","","","","","","23.13","2000052775","FTC","MMBGUKR10JH004394             ","2018","4N15UCL4072                   ","MMBGUKR10JH004394             ","0              ","24-Dec-2021    ","2160897443     ","2021002736","95","0","0","","","","","CAL8890 ","030100000774006               ","MIT001  ","TITANIUM GRAY            ","2021    ","0       ","20-Dec-2021 12:00:00 AM","EDGARDO G. VILLARIN                     ","CABANATUAN CITY                         ","NUEVA ECIJA SOUTH                       ","466     ","113     ","N","DANTLY VELAYO ARCILLA                                       ","DSL       ","AUTO      ","HAS NO LTO APPREHENSION / HAS NO LTO ALARM / LAST REG. 10-21-2021 VERIFY THRU LTO 2600                                                                                                                                                                                                                                                                                                                          ","1","2000052775","FTC","MMBGUKR10JH004394             ","V","MITSUBISHI MONTERO SPT  GLS   ","1100000","1100000","11-Jan-2022 12:00:00 AM","880000","0","X00002536276 ","","","","COM","06-Dec-2021 12:00:00 AM","12:03:23    ","06-Dec-2021 12:00:00 AM","15:40:11    ","N/A                                                                                                                                                                                                     ","MITSUBISHI MONTERO SPT  GLS 2.5                                                                                                                                                                         ","PRICE NOT INDICATE IN PRICE INDEX.                                                                                                                                                                      ","MMBGUKR10JH004394             ","5000045205","2000052775","06-Dec-2021 12:00:00 AM","12:06:22","CAGUILAR            ","1505","MMBGUKR10JH004394             ","AUTOMIGS                                                                                            ","1100000","N/A                                                                                                                                                                                                     ","2000052775"
"5000045206","FTC","100 ","2000052777","A","REJ","06-Dec-2021 12:00:00 AM","MSONIGA     ","CSRIVERA    ","DEALER ACCT.
SPECIAL FLEXI RATE, OPTION 2
DI 7%
RF 7%
NO PLATE NUMBER ISSUED YET                                                                                                                                                                          ","14-Dec-2021 12:00:00 AM","14-Dec-2021 12:00:00 AM","X00002536254 ","0","BF      ","SMA","0","0","0","4       ","","20.478","","","58","","","","22.552615","22.552615","22.552615","22.552615","22.552615","22.552615","22.552615","0","0","0","0","0","0","2","PER         ","NOT         ","FIN         ","NO BUSINESS PERMIT
BANK ACCTS WERE NEW
PASTDUE OF 4 MONTHS IN MOTORCYCLE LOAN (ROYCE) PRIOR FULL PAYMENT
                                                                                                                                                     ","14-Dec-2021 12:00:00 AM","06-Dec-2021 12:00:00 AM","11:15:29","12:37:27","","","","","","N","","","","","","","","32.908","SFR            ","","N/A                                                                                                                                                                                                     ","0","","","0","","","","1         ","","","13-Dec-2021 12:00:00 AM","11:44:27  ","","","24.42","2000052777","FTC","MNTCC2D2370054452             ","2019","YD25824341T                   ","MNTCC2D2370054452             ","353998746      ","","1727521320     ","0","0","0","0","","","","","N/A     ","070100000828381               ","NIS001  ","SAVANNA ORANGE           ","N/A     ","0       ","","N/A                                     ","N/A                                     ","N/A                                     ","N/A     ","N/A     ","N","ERWIN K PARDILLO JR                                         ","DSL       ","AUTO      ","HAS NO LTO APPREHENSION/ HAS NO LTO ALARM/ LAST REG. 09-05-2019
VERIFY THRU LTO                                                                                                                                                                                                                                                                                                                                 ","1","2000052777","FTC","MNTCC2D2370054452             ","V","NISSAN NAVARA 2.5- E          ","903000","903000","07-Dec-2021 12:00:00 AM","722400","0","X00002536495 ","","","","COM","07-Dec-2021 12:00:00 AM","14:40:23    ","14-Dec-2021 12:00:00 AM","10:51:29    ","N/A                                                                                                                                                                                                     ","NISSAN NAVARA 2.5- EL CALIBRE                                                                                                                                                                           ","NO PLATE NUMBER ISSUE.                                                                                                                                                                                  ","MNTCC2D2370054452             ","5000045206","2000052777","07-Dec-2021 12:00:00 AM","14:46:47","CAGUILAR            ","1515","MNTCC2D2370054452             ","SELLING PRICE                                                                                       ","990000","N/A                                                                                                                                                                                                     ","2000052777"
"5000045206","FTC","100 ","2000052777","A","REJ","06-Dec-2021 12:00:00 AM","MSONIGA     ","CSRIVERA    ","DEALER ACCT.
SPECIAL FLEXI RATE, OPTION 2
DI 7%
RF 7%
NO PLATE NUMBER ISSUED YET                                                                                                                                                                          ","14-Dec-2021 12:00:00 AM","14-Dec-2021 12:00:00 AM","X00002536254 ","0","BF      ","SMA","0","0","0","4       ","","20.478","","","58","","","","22.552615","22.552615","22.552615","22.552615","22.552615","22.552615","22.552615","0","0","0","0","0","0","2","PER         ","NOT         ","FIN         ","NO BUSINESS PERMIT
BANK ACCTS WERE NEW
PASTDUE OF 4 MONTHS IN MOTORCYCLE LOAN (ROYCE) PRIOR FULL PAYMENT
                                                                                                                                                     ","14-Dec-2021 12:00:00 AM","06-Dec-2021 12:00:00 AM","11:15:29","12:37:27","","","","","","N","","","","","","","","32.908","SFR            ","","N/A                                                                                                                                                                                                     ","0","","","0","","","","1         ","","","13-Dec-2021 12:00:00 AM","11:44:27  ","","","24.42","2000052777","FTC","MNTCC2D2370054452             ","2019","YD25824341T                   ","MNTCC2D2370054452             ","353998746      ","","1727521320     ","0","0","0","0","","","","","N/A     ","070100000828381               ","NIS001  ","SAVANNA ORANGE           ","N/A     ","0       ","","N/A                                     ","N/A                                     ","N/A                                     ","N/A     ","N/A     ","N","ERWIN K PARDILLO JR                                         ","DSL       ","AUTO      ","HAS NO LTO APPREHENSION/ HAS NO LTO ALARM/ LAST REG. 09-05-2019
VERIFY THRU LTO                                                                                                                                                                                                                                                                                                                                 ","1","2000052777","FTC","MNTCC2D2370054452             ","V","NISSAN NAVARA 2.5- E          ","903000","903000","07-Dec-2021 12:00:00 AM","722400","0","X00002536495 ","","","","COM","07-Dec-2021 12:00:00 AM","14:40:23    ","14-Dec-2021 12:00:00 AM","10:51:29    ","N/A                                                                                                                                                                                                     ","NISSAN NAVARA 2.5- EL CALIBRE                                                                                                                                                                           ","NO PLATE NUMBER ISSUE.                                                                                                                                                                                  ","MNTCC2D2370054452             ","5000045206","2000052777","07-Dec-2021 12:00:00 AM","14:46:47","CAGUILAR            ","1516","MNTCC2D2370054452             ","PRICE INDEX                                                                                         ","903000","N/A                                                                                                                                                                                                     ","2000052777"
"5000045210","FTC","100 ","2000047093","A","AVL","07-Dec-2021 12:00:00 AM","CRECOM      ","CSRIVERA    ","RENEWAL DIFF. COLA
SAME RATE AS PREV LOAN
REQS FOR ADDTL 10% TO LOAN APPROVER TO HAVE 660K LOAN AMT
W/ 3% DISC TO HAVE  4.5% RF
APV TO PEN DUE TO CHANGE OF TERM FR 36 TO 24 MOS & LOAN 1000204801 WILL CONT. UNTIL MATURITY & CHANGE ON WIFE'S LAST NAME ","20-Dec-2021 12:00:00 AM","20-Dec-2021 12:00:00 AM","X00002536452 ","0","9570    ","SMA","0","0","18","3       ","","23.499","","","26","","","","23.499","23.499","23.499","23.499","23.499","23.499","23.499","0","0","0","0","0","0","2","BUS         ","","FIN         ","","20-Dec-2021 12:00:00 AM","07-Dec-2021 12:00:00 AM","10:20:53","12:17:10","12:17:53","CO of 660k
Term of 24 mos
-within EMA/ELA -good renewal client -has good
payment history from other financing companies
-APV to pen due to change in live in partner's last name                                                                              ","","","","R","","","","","","","","26.202","BPRT           ","2              ","ADDITIONAL TRUCK FOR BUSINESS                                                                                                                                                                           ","0","","","0","","","","1         ","1000204801","2","09-Dec-2021 12:00:00 AM","10:13:54  ","","","23.5","2000047093","FTC","NKR66E7452302                 ","2021","4HF1320582                    ","NKR66E7452302                 ","412643744      ","29-Dec-2021    ","2160903356     ","2021002808","19","0","0","","","","","NEV7605 ","130100001737057               ","ISU001  ","BLUE                     ","2021    ","0       ","27-Dec-2021 12:00:00 AM","EDGARDO G. VILLARIN                     ","CABANBATUAN CITY                        ","NUEVA ECIJA SOUTH                       ","90      ","114     ","N","PILIPINO DELA CRUZ MARTIN                                   ","DSL       ","MNL       ","HAS NO LTO APPREHENSION/ HAS NO LTO ALARM/ LAST REG. 10-25-2021 
1ST REG. 2021/ 2021 MODEL / PRIVATE
VERIFY VIA LTO 2600                                                                                                                                                                                                                                                                                        ","1","2000047093","FTC","NKR66E7452302                 ","V","ISUZU REBUILT ELF DUMP TRUCK  ","800000","800000","21-Mar-2022 12:00:00 AM","600000","0","X00002536664 ","","","","COM","09-Dec-2021 12:00:00 AM","11:43:35    ","09-Dec-2021 12:00:00 AM","13:35:35    ","N/A                                                                                                                                                                                                     ","ISUZU REBUILT ELF MINI DUMP TRUCK                                                                                                                                                                       ","N/A                                                                                                                                                                                                     ","NKR66E7452302                 ","5000045210","2000047093","09-Dec-2021 12:00:00 AM","11:43:46","CAGUILAR            ","1517","NKR66E7452302                 ","APOLO VALDEZ                                                                                        ","850000","N/A                                                                                                                                                                                                     ","2000047093"
"5000045210","FTC","100 ","2000047093","A","AVL","07-Dec-2021 12:00:00 AM","CRECOM      ","CSRIVERA    ","RENEWAL DIFF. COLA
SAME RATE AS PREV LOAN
REQS FOR ADDTL 10% TO LOAN APPROVER TO HAVE 660K LOAN AMT
W/ 3% DISC TO HAVE  4.5% RF
APV TO PEN DUE TO CHANGE OF TERM FR 36 TO 24 MOS & LOAN 1000204801 WILL CONT. UNTIL MATURITY & CHANGE ON WIFE'S LAST NAME ","20-Dec-2021 12:00:00 AM","20-Dec-2021 12:00:00 AM","X00002536452 ","0","9570    ","SMA","0","0","18","3       ","","23.499","","","26","","","","23.499","23.499","23.499","23.499","23.499","23.499","23.499","0","0","0","0","0","0","2","BUS         ","","FIN         ","","20-Dec-2021 12:00:00 AM","07-Dec-2021 12:00:00 AM","10:20:53","12:17:10","12:17:53","CO of 660k
Term of 24 mos
-within EMA/ELA -good renewal client -has good
payment history from other financing companies
-APV to pen due to change in live in partner's last name                                                                              ","","","","R","","","","","","","","26.202","BPRT           ","2              ","ADDITIONAL TRUCK FOR BUSINESS                                                                                                                                                                           ","0","","","0","","","","1         ","1000204801","2","09-Dec-2021 12:00:00 AM","10:13:54  ","","","23.5","2000047093","FTC","NKR66E7452302                 ","2021","4HF1320582                    ","NKR66E7452302                 ","412643744      ","29-Dec-2021    ","2160903356     ","2021002808","19","0","0","","","","","NEV7605 ","130100001737057               ","ISU001  ","BLUE                     ","2021    ","0       ","27-Dec-2021 12:00:00 AM","EDGARDO G. VILLARIN                     ","CABANBATUAN CITY                        ","NUEVA ECIJA SOUTH                       ","90      ","114     ","N","PILIPINO DELA CRUZ MARTIN                                   ","DSL       ","MNL       ","HAS NO LTO APPREHENSION/ HAS NO LTO ALARM/ LAST REG. 10-25-2021 
1ST REG. 2021/ 2021 MODEL / PRIVATE
VERIFY VIA LTO 2600                                                                                                                                                                                                                                                                                        ","1","2000047093","FTC","NKR66E7452302                 ","V","ISUZU REBUILT ELF DUMP TRUCK  ","800000","800000","21-Mar-2022 12:00:00 AM","600000","0","X00002536664 ","","","","COM","09-Dec-2021 12:00:00 AM","11:43:35    ","09-Dec-2021 12:00:00 AM","13:35:35    ","N/A                                                                                                                                                                                                     ","ISUZU REBUILT ELF MINI DUMP TRUCK                                                                                                                                                                       ","N/A                                                                                                                                                                                                     ","NKR66E7452302                 ","5000045210","2000047093","09-Dec-2021 12:00:00 AM","11:43:46","CAGUILAR            ","1519","NKR66E7452302                 ","KIMKERR                                                                                             ","800000","N/A                                                                                                                                                                                                     ","2000047093"
"5000045210","FTC","100 ","2000047093","A","AVL","07-Dec-2021 12:00:00 AM","CRECOM      ","CSRIVERA    ","RENEWAL DIFF. COLA
SAME RATE AS PREV LOAN
REQS FOR ADDTL 10% TO LOAN APPROVER TO HAVE 660K LOAN AMT
W/ 3% DISC TO HAVE  4.5% RF
APV TO PEN DUE TO CHANGE OF TERM FR 36 TO 24 MOS & LOAN 1000204801 WILL CONT. UNTIL MATURITY & CHANGE ON WIFE'S LAST NAME ","20-Dec-2021 12:00:00 AM","20-Dec-2021 12:00:00 AM","X00002536452 ","0","9570    ","SMA","0","0","18","3       ","","23.499","","","26","","","","23.499","23.499","23.499","23.499","23.499","23.499","23.499","0","0","0","0","0","0","2","BUS         ","","FIN         ","","20-Dec-2021 12:00:00 AM","07-Dec-2021 12:00:00 AM","10:20:53","12:17:10","12:17:53","CO of 660k
Term of 24 mos
-within EMA/ELA -good renewal client -has good
payment history from other financing companies
-APV to pen due to change in live in partner's last name                                                                              ","","","","R","","","","","","","","26.202","BPRT           ","2              ","ADDITIONAL TRUCK FOR BUSINESS                                                                                                                                                                           ","0","","","0","","","","1         ","1000204801","2","09-Dec-2021 12:00:00 AM","10:13:54  ","","","23.5","2000047093","FTC","NKR66E7452302                 ","2021","4HF1320582                    ","NKR66E7452302                 ","412643744      ","29-Dec-2021    ","2160903356     ","2021002808","19","0","0","","","","","NEV7605 ","130100001737057               ","ISU001  ","BLUE                     ","2021    ","0       ","27-Dec-2021 12:00:00 AM","EDGARDO G. VILLARIN                     ","CABANBATUAN CITY                        ","NUEVA ECIJA SOUTH                       ","90      ","114     ","N","PILIPINO DELA CRUZ MARTIN                                   ","DSL       ","MNL       ","HAS NO LTO APPREHENSION/ HAS NO LTO ALARM/ LAST REG. 10-25-2021 
1ST REG. 2021/ 2021 MODEL / PRIVATE
VERIFY VIA LTO 2600                                                                                                                                                                                                                                                                                        ","1","2000047093","FTC","NKR66E7452302                 ","V","ISUZU REBUILT ELF DUMP TRUCK  ","800000","800000","21-Mar-2022 12:00:00 AM","600000","0","X00002536664 ","","","","COM","09-Dec-2021 12:00:00 AM","11:43:35    ","09-Dec-2021 12:00:00 AM","13:35:35    ","N/A                                                                                                                                                                                                     ","ISUZU REBUILT ELF MINI DUMP TRUCK                                                                                                                                                                       ","N/A                                                                                                                                                                                                     ","NKR66E7452302                 ","5000045210","2000047093","09-Dec-2021 12:00:00 AM","11:43:46","CAGUILAR            ","1520","NKR66E7452302                 ","GERRY ELEAZAR                                                                                       ","830000","N/A                                                                                                                                                                                                     ","2000047093"
"5000045210","FTC","100 ","2000047093","A","AVL","07-Dec-2021 12:00:00 AM","CRECOM      ","CSRIVERA    ","RENEWAL DIFF. COLA
SAME RATE AS PREV LOAN
REQS FOR ADDTL 10% TO LOAN APPROVER TO HAVE 660K LOAN AMT
W/ 3% DISC TO HAVE  4.5% RF
APV TO PEN DUE TO CHANGE OF TERM FR 36 TO 24 MOS & LOAN 1000204801 WILL CONT. UNTIL MATURITY & CHANGE ON WIFE'S LAST NAME ","20-Dec-2021 12:00:00 AM","20-Dec-2021 12:00:00 AM","X00002536452 ","0","9570    ","SMA","0","0","18","3       ","","23.499","","","26","","","","23.499","23.499","23.499","23.499","23.499","23.499","23.499","0","0","0","0","0","0","2","BUS         ","","FIN         ","","20-Dec-2021 12:00:00 AM","07-Dec-2021 12:00:00 AM","10:20:53","12:17:10","12:17:53","CO of 660k
Term of 24 mos
-within EMA/ELA -good renewal client -has good
payment history from other financing companies
-APV to pen due to change in live in partner's last name                                                                              ","","","","R","","","","","","","","26.202","BPRT           ","2              ","ADDITIONAL TRUCK FOR BUSINESS                                                                                                                                                                           ","0","","","0","","","","1         ","1000204801","2","09-Dec-2021 12:00:00 AM","10:13:54  ","","","23.5","2000047093","FTC","NKR66E7452302                 ","2021","4HF1320582                    ","NKR66E7452302                 ","412643744      ","29-Dec-2021    ","2160903356     ","2021002808","19","0","0","","","","","NEV7605 ","130100001737057               ","ISU001  ","BLUE                     ","2021    ","0       ","27-Dec-2021 12:00:00 AM","EDGARDO G. VILLARIN                     ","CABANBATUAN CITY                        ","NUEVA ECIJA SOUTH                       ","90      ","114     ","N","PILIPINO DELA CRUZ MARTIN                                   ","DSL       ","MNL       ","HAS NO LTO APPREHENSION/ HAS NO LTO ALARM/ LAST REG. 10-25-2021 
1ST REG. 2021/ 2021 MODEL / PRIVATE
VERIFY VIA LTO 2600                                                                                                                                                                                                                                                                                        ","1","2000047093","FTC","NKR66E7452302                 ","V","ISUZU REBUILT ELF DUMP TRUCK  ","800000","800000","21-Mar-2022 12:00:00 AM","600000","0","X00002536664 ","","","","COM","09-Dec-2021 12:00:00 AM","11:43:35    ","09-Dec-2021 12:00:00 AM","13:35:35    ","N/A                                                                                                                                                                                                     ","ISUZU REBUILT ELF MINI DUMP TRUCK                                                                                                                                                                       ","N/A                                                                                                                                                                                                     ","NKR66E7452302                 ","5000045210","2000047093","09-Dec-2021 12:00:00 AM","11:43:46","CAGUILAR            ","1522","NKR66E7452302                 ","SELLING PRICE                                                                                       ","900000","N/A                                                                                                                                                                                                     ","2000047093"
"5000045210","FTC","100 ","2000047093","A","AVL","07-Dec-2021 12:00:00 AM","CRECOM      ","CSRIVERA    ","RENEWAL DIFF. COLA
SAME RATE AS PREV LOAN
REQS FOR ADDTL 10% TO LOAN APPROVER TO HAVE 660K LOAN AMT
W/ 3% DISC TO HAVE  4.5% RF
APV TO PEN DUE TO CHANGE OF TERM FR 36 TO 24 MOS & LOAN 1000204801 WILL CONT. UNTIL MATURITY & CHANGE ON WIFE'S LAST NAME ","20-Dec-2021 12:00:00 AM","20-Dec-2021 12:00:00 AM","X00002536452 ","0","9570    ","SMA","0","0","18","3       ","","23.499","","","26","","","","23.499","23.499","23.499","23.499","23.499","23.499","23.499","0","0","0","0","0","0","2","BUS         ","","FIN         ","","20-Dec-2021 12:00:00 AM","07-Dec-2021 12:00:00 AM","10:20:53","12:17:10","12:17:53","CO of 660k
Term of 24 mos
-within EMA/ELA -good renewal client -has good
payment history from other financing companies
-APV to pen due to change in live in partner's last name                                                                              ","","","","R","","","","","","","","26.202","BPRT           ","2              ","ADDITIONAL TRUCK FOR BUSINESS                                                                                                                                                                           ","0","","","0","","","","1         ","1000204801","2","09-Dec-2021 12:00:00 AM","10:13:54  ","","","23.5","2000047093","FTC","NKR66E7452302                 ","2021","4HF1320582                    ","NKR66E7452302                 ","412643744      ","29-Dec-2021    ","2160903356     ","2021002808","19","0","0","","","","","NEV7605 ","130100001737057               ","ISU001  ","BLUE                     ","2021    ","0       ","27-Dec-2021 12:00:00 AM","EDGARDO G. VILLARIN                     ","CABANBATUAN CITY                        ","NUEVA ECIJA SOUTH                       ","90      ","114     ","N","PILIPINO DELA CRUZ MARTIN                                   ","DSL       ","MNL       ","HAS NO LTO APPREHENSION/ HAS NO LTO ALARM/ LAST REG. 10-25-2021 
1ST REG. 2021/ 2021 MODEL / PRIVATE
VERIFY VIA LTO 2600                                                                                                                                                                                                                                                                                        ","1","2000047093","FTC","NKR66E7452302                 ","V","ISUZU REBUILT ELF DUMP TRUCK  ","800000","800000","21-Mar-2022 12:00:00 AM","600000","0","X00002536664 ","","","","COM","09-Dec-2021 12:00:00 AM","11:43:35    ","09-Dec-2021 12:00:00 AM","13:35:35    ","N/A                                                                                                                                                                                                     ","ISUZU REBUILT ELF MINI DUMP TRUCK                                                                                                                                                                       ","N/A                                                                                                                                                                                                     ","NKR66E7452302                 ","5000045210","2000047093","09-Dec-2021 12:00:00 AM","11:43:46","CAGUILAR            ","1521","NKR66E7452302                 ","MAY BANK                                                                                            ","820000","N/A                                                                                                                                                                                                     ","2000047093"
"5000045210","FTC","100 ","2000047093","A","AVL","07-Dec-2021 12:00:00 AM","CRECOM      ","CSRIVERA    ","RENEWAL DIFF. COLA
SAME RATE AS PREV LOAN
REQS FOR ADDTL 10% TO LOAN APPROVER TO HAVE 660K LOAN AMT
W/ 3% DISC TO HAVE  4.5% RF
APV TO PEN DUE TO CHANGE OF TERM FR 36 TO 24 MOS & LOAN 1000204801 WILL CONT. UNTIL MATURITY & CHANGE ON WIFE'S LAST NAME ","20-Dec-2021 12:00:00 AM","20-Dec-2021 12:00:00 AM","X00002536452 ","0","9570    ","SMA","0","0","18","3       ","","23.499","","","26","","","","23.499","23.499","23.499","23.499","23.499","23.499","23.499","0","0","0","0","0","0","2","BUS         ","","FIN         ","","20-Dec-2021 12:00:00 AM","07-Dec-2021 12:00:00 AM","10:20:53","12:17:10","12:17:53","CO of 660k
Term of 24 mos
-within EMA/ELA -good renewal client -has good
payment history from other financing companies
-APV to pen due to change in live in partner's last name                                                                              ","","","","R","","","","","","","","26.202","BPRT           ","2              ","ADDITIONAL TRUCK FOR BUSINESS                                                                                                                                                                           ","0","","","0","","","","1         ","1000204801","2","09-Dec-2021 12:00:00 AM","10:13:54  ","","","23.5","2000047093","FTC","NKR66E7452302                 ","2021","4HF1320582                    ","NKR66E7452302                 ","412643744      ","29-Dec-2021    ","2160903356     ","2021002808","19","0","0","","","","","NEV7605 ","130100001737057               ","ISU001  ","BLUE                     ","2021    ","0       ","27-Dec-2021 12:00:00 AM","EDGARDO G. VILLARIN                     ","CABANBATUAN CITY                        ","NUEVA ECIJA SOUTH                       ","90      ","114     ","N","PILIPINO DELA CRUZ MARTIN                                   ","DSL       ","MNL       ","HAS NO LTO APPREHENSION/ HAS NO LTO ALARM/ LAST REG. 10-25-2021 
1ST REG. 2021/ 2021 MODEL / PRIVATE
VERIFY VIA LTO 2600                                                                                                                                                                                                                                                                                        ","1","2000047093","FTC","NKR66E7452302                 ","V","ISUZU REBUILT ELF DUMP TRUCK  ","800000","800000","21-Mar-2022 12:00:00 AM","600000","0","X00002536664 ","","","","COM","09-Dec-2021 12:00:00 AM","11:43:35    ","09-Dec-2021 12:00:00 AM","13:35:35    ","N/A                                                                                                                                                                                                     ","ISUZU REBUILT ELF MINI DUMP TRUCK                                                                                                                                                                       ","N/A                                                                                                                                                                                                     ","NKR66E7452302                 ","5000045210","2000047093","09-Dec-2021 12:00:00 AM","11:43:46","CAGUILAR            ","1518","NKR66E7452302                 ","JESS APAREZ                                                                                         ","820000","N/A                                                                                                                                                                                                     ","2000047093"
"5000045212","FTC","100 ","2000047991","A","AVL","07-Dec-2021 12:00:00 AM","MSONIGA     ","CRONQUILLO  ","RENEWAL SAME COLA.
BELOW PRIME RATE, SAME RATE AS PREV LOAN
OB OF LOAN 1000210054 TO BE DEDUCT FROM PROCEEDS
NO SI/DI
RF 4.5%
W/ 3% DISC ON RF                                                                                                            ","20-Dec-2021 12:00:00 AM","20-Dec-2021 12:00:00 AM","X00002536516 ","0","BA      ","SMA","0","0","18","2       ","","28.84","","","33","","","","28.84","28.84","28.84","28.84","28.84","28.84","28.84","0","0","0","0","0","0","2","BUS         ","","REF         ","","20-Dec-2021 12:00:00 AM","07-Dec-2021 12:00:00 AM","15:01:07","12:39:49","14:58:39","RENEWAL SAME COLLA WITH PAYMENT HISTORY RATING OF AA; DID NOT AVAIL MORATORIUM
GOOD FINANCIAL RATIOS
REPORTED NFIS WAS FULLY SETTLED ON JUNE 2020 
WITHIN EMA/ELA
OB OF LOAN NO. 1000210054 WILL BE DEDUCTED FRM PROCEEDS
                                    ","","","1000210054","R","","","","","","","","42.199","BPRT           ","1              ","ADDITIONAL CAPITAL FOR BUSINESS                                                                                                                                                                         ","0","","","0","","","","1         ","1000210054","1","16-Dec-2021 12:00:00 AM","16:23:59  ","","","28.84","2000047991","FTC","NCP1512003407                 ","2013","2NZ6802666                    ","NCP1512003407                 ","282274576      ","","1217145554     ","0","26","0","0","","","","","WOB321  ","134000000540352               ","TOY001  ","BLACK                    ","N/A     ","0       ","26-Jan-2022 12:00:00 AM","EDGARDO G. VILLARIN                     ","CABANATUAN CITY                         ","N/A                                     ","124     ","2022    ","O","IMELDA R. MERCADO                                           ","GAS       ","AUTO      ","HAS NO LTO APPREHENSION/ HAS NO LTO ALARM / LAST REG. 02-19-2021
VERIFY VIA LTO 2600                                                                                                                                                                                                                                                                                                                            ","1","2000047991","FTC","NCP1512003407                 ","V","TOYOTA VIOS 1.3E GAS A        ","337000","337000","27-Jan-2022 12:00:00 AM","235900","245850","X00002236155 ","","","","COM","16-Dec-2021 12:00:00 AM","16:48:25    ","17-Dec-2021 12:00:00 AM","16:34:08    ","N/A                                                                                                                                                                                                     ","TOYOTA VIOS 1.3E GAS A                                                                                                                                                                                  ","N/A                                                                                                                                                                                                     ","NCP1512003407                 ","5000045212","2000047991","16-Dec-2021 12:00:00 AM","16:48:43","CAGUILAR            ","1561","NCP1512003407                 ","PRICE INDEX                                                                                         ","337000","N/A                                                                                                                                                                                                     ","2000047991"
